Identifier,Name,Height,Spread,Diameter,Maturity,Condition
00018562,London plane,20,10,87,Mature,Good
00018563,Plum,8,6,18,Mature,Good
00018565,London plane,20,12,104,Mature,Good
00018567,London plane,20,12,93,Mature,Good
00018568,London plane,19,12,72,Mature,Good
00018569,London plane,21,11,84,Mature,Good
00018570,Maple,10,10,36,Mature,Good
00018571,Plum,6,3,20,Middle aged,Fair
00018583,Maple - Silver,17,8,58,Mature,Good
00018584,Maple - Silver,18,11,70,Mature,Fair
00018585,Maple - Silver,18,11,54,Mature,Fair
00018586,Whitebeam - Swedish,8.1,4,34,Middle aged,Good
00018587,Whitebeam - Swedish,7,4,28,Middle aged,Good
00018588,Whitebeam - Swedish,9,4,38,Middle aged,Good
00018589,Whitebeam - Swedish,9,4,37,Middle aged,Good
00018592,Sycamore,10,3,15,Middle aged,Fair
00018596,Sycamore,14,7,54,Mature,Good
00018598,Sycamore,12,7,48,Mature,Good
00018599,Maple - Norway,7,3,26,Middle aged,Fair
00018600,Maple - Norway,8,3,27,Middle aged,Fair
00018601,Maple - Norway,9,3,35,Middle aged,Fair
00018604,Maple - Norway,6,3,27,Middle aged,Fair
00018605,Maple - Norway,7,3,25,Middle aged,Fair
00018606,London plane,9,3,32,Middle aged,Good
00018607,Maple - Norway,9,3,33,Middle aged,Fair
00018610,Maple - Norway,10,4,30,Middle aged,Fair
00018612,London plane,14,7,63,Mature,Fair
00018614,London plane,14,7,48,Mature,Fair
00018615,London plane,15,7,59,Mature,Good
00018616,Hazel - Common,5,5,23,Middle aged,Fair
00018617,London plane,13,7,58,Mature,Fair
00018620,London plane,10,8,65,Mature,Fair
00018621,London plane,10,7,47,Mature,Good
00018623,London plane,11,6,55,Mature,Good
00018624,London plane,10,7,56,Mature,Fair
00018625,Pear,10,6,39,Mature,Good
00018626,London plane,10,8,60,Mature,Good
00018627,London plane,10,7,62,Mature,Good
00018628,London plane,11,8,68,Mature,Good
00018629,False Acacia,11,7,43,Mature,Fair
00018630,London plane,13,8,64,Mature,Good
00018631,London plane,12,8,65,Mature,Good
00018633,False Acacia,11,6,42,Mature,Fair
00018637,Apple - Crab,11,4,21,Middle aged,Fair
00018638,Apple - Crab,8,3,19,Middle aged,Fair
00018639,Plum,7,7,38,Mature,Fair
00018640,Plum,7,7,31,Mature,Fair
00018642,Paper birch,8,4,28,Mature,Good
00018643,Birch - Silver,7,4,21,Middle aged,Fair
00018645,Alder - Italian,11,8,48,Mature,Good
00018646,Maple - Crimson King Norway,8,5,28,Middle aged,Good
00018649,Alder - Italian,10,6,59,Mature,Good
00018651,London plane,31,17,110,Mature,Fair
00018652,Lime - Common,5,2,35,Mature,Fair
00018653,Lime - Common,12,4,48,Mature,Fair
00018654,London plane,30,12,76,Mature,Fair
00018655,Lime - Common,12,4,43,Mature,Fair
00018656,Horse chestnut - Red,10,5,24,Mature,Fair
00018657,London plane,24,15,100,Mature,Fair
00018658,London plane,23,15,88,Mature,Fair
00018660,London plane,7,3,68,Mature,Fair
00018663,London plane,10,4,65,Mature,Fair
00018673,Apple - Purple crab,3,2,14,Mature,Fair
00018674,Pear,7,6,32,Mature,Good
00018675,Apple,4,2,17,Mature,Fair
00018676,London plane,17,9,70,Mature,Fair
00018677,Horse Chestnut,7,5,54,Mature,Fair
00018681,Cypress - Lawson,8,2,20,Middle aged,Fair
00018683,"Cherry - Wild, Gean",7,4,61,Mature,Fair
00018684,Cypress - Lawson,10,4,45,Mature,Fair
00018685,Lime - Small-leaved,9,8,45,Mature,Fair
00018686,London plane,14,12,66,Mature,Good
00018687,Lime - Small-leaved,7,6,26,Middle aged,Fair
00018689,Lime - Small-leaved,9,6,38,Mature,Good
00018691,Lime - Caucasian,10,6,39,Mature,Fair
00018697,Lime - Small-leaved,10,9,39,Mature,Fair
00018699,Lime - Small-leaved,11,9,44,Mature,Fair
00018700,Lime - Small-leaved,7,5,38,Mature,Fair
00018701,Alder - Italian,13,5,28,Middle aged,Good
00018702,Lime - Small-leaved,10,6,41,Mature,Fair
00018703,Alder - Italian,11,4,22,Middle aged,Good
00018704,Alder - Italian,8,4,19,Middle aged,Fair
00018705,Alder - Italian,14,7,39,Middle aged,Good
00018706,Rowan,4,3,14,Middle aged,Fair
00018707,Lime - Small-leaved,5,4,28,Middle aged,Fair
00018708,Lime - Small-leaved,9,8,36,Mature,Fair
00018711,Alder - Italian,9,4,25,Middle aged,Good
00018712,Lime - Small-leaved,7,5,27,Mature,Fair
00018713,Alder - Italian,8,5,23,Middle aged,Good
00018714,Lime - Small-leaved,11,7,51,Mature,Fair
00018715,Lime - Small-leaved,7,6,40,Mature,Fair
00018716,London plane,12,10,47,Middle aged,Good
00018717,Lime - Small-leaved,6,6,32,Mature,Fair
00018718,London plane,16,9,92,Mature,Good
00018719,London plane,17,9,76,Mature,Good
00018720,Lime - Caucasian,15.7,6,35,Middle aged,Good
00018721,London plane,17,10,107,Mature,Good
00018722,London plane,15.5,9,76,Mature,Good
00018724,Ash,16,7,62,Mature,Fair
00018726,London plane,15,9,83,Mature,Good
00018727,Sycamore,12.27,7,41,Middle aged,Fair
00018728,London plane,15.5,11,94,Mature,Good
00018729,London plane,18,6,88,Mature,Good
00018731,Ash,9,5,74,Mature,Fair
00018733,London plane,17,10,90,Mature,Good
00018734,Sycamore,10,4,35,Middle aged,Good
00018735,London plane,12,4,59,Mature,Good
00018736,London plane,9.15,5,59,Mature,Good
00018737,Sycamore,12,7,25,Middle aged,Fair
00018738,London plane,15.5,11,105,Mature,Good
00018739,London plane,15.84,7,86,Mature,Good
00018741,London plane,17,10,74,Mature,Good
00018742,London plane,22,11,84,Mature,Fair
00018743,London plane,16,11,84,Mature,Good
00018746,Tree of Heaven,17,9,52,Mature,Good
00018747,Tree of Heaven,15,8,34,Mature,Good
00018748,Tree of Heaven,22,13,56,Mature,Good
00018749,London plane,20,15,124,Mature,Fair
00018750,London plane,20,12,87,Mature,Fair
00018751,London plane,22,15,80,Mature,Fair
00018753,London plane,20,12,110,Mature,Fair
00018754,London plane,20,15,123,Mature,Fair
00018756,Lime - Common,20,9,64,Mature,Fair
00018757,London plane,22,18,110,Mature,Fair
00018760,Ash,18,18,73,Mature,Fair
00018764,Indian Bean Tree,8,7,29,Middle aged,Fair
00018765,Ash - Weeping,9,7,58,Mature,Fair
00018767,Lime - Common,23,11,71,Mature,Fair
00018768,"Oak - Common, Pedunculate",12,11,59,Middle aged,Good
00018769,London plane,28,26,153,Mature,Good
00018770,"Cherry - Wild, Gean",11,8,36,Mature,Good
00018771,London plane,30,16,149,Mature,Good
00018772,London plane,27,20,113,Mature,Fair
00018774,London plane,20,13,111,Mature,Fair
00018775,London plane,28,24,194,Mature,Good
00018777,London plane,20,10,100,Mature,Good
00018778,London plane,23,12,96,Mature,Good
00018779,Apple - Crab,5,4,18,Middle aged,Good
00018780,Cherry,4,5,17,Middle aged,Fair
00018781,Ash,14,6,24,Middle aged,Good
00018782,Cherry,3,3,9,Middle aged,Fair
00018783,London plane,25,16,105,Mature,Good
00018784,Cypress - Leyland,13,4,44,Mature,Good
00018785,Cherry - Double pint,5,5,21,Middle aged,Fair
00018786,Fig,9,8,46,Middle aged,Good
00018788,Sycamore,17,9,47,Mature,Good
00018789,Maple - Japanese,3,2,5,Juvenile,Good
00018790,Rowan,15,7,34,Mature,Good
00018791,Lime - Common,21,9,63,Mature,Fair
00018792,Horse Chestnut,23,15,95,Mature,Good
00018793,Horse Chestnut,24,14,92,Mature,Good
00018794,Cherry - Double pint,5,6,21,Middle aged,Fair
00018797,Plum,8,6,45,Middle aged,Good
00018799,Maple - Norway,13,7,56,Mature,Fair
00018800,Rowan,10,4,27,Mature,Fair
00018801,Beech - Common,14,4,43,Middle aged,Good
00018804,Sycamore - Purple leaved,15,6,34,Middle aged,Good
00018805,Cherry,10,4,20,Mature,Fair
00018813,Tree of Heaven,15,4,42,Middle aged,Good
00018814,Maple - Japanese,5,3,9,Middle aged,Good
00018815,Tree of Heaven,15,5,52,Middle aged,Fair
00018819,Beech - Common,11,4,18,Middle aged,Fair
00018822,Whitebeam,14,6,38,Mature,Good
00018823,"Oak - Common, Pedunculate",15,6,31,Middle aged,Good
00018825,Birch - Silver,17,6,42,Mature,Good
00018827,Magnolia,7,6,20,Mature,Good
00018831,Plum,7,7,28,Mature,Fair
00018833,Plum,6,5,26,Mature,Fair
00018835,Plum,7,4,21,Middle aged,Fair
00018836,London plane,18,15,98,Mature,Good
00018838,London plane,18,10,75,Mature,Fair
00018840,London plane,19,17,80,Mature,Good
00018843,Tree of Heaven,11,8,18,Middle aged,Good
00018844,London plane,20,15,83,Mature,Good
00018846,London plane,26,16,94,Mature,Fair
00018847,London plane,23,13,93,Mature,Good
00018848,London plane,23,13,91,Mature,Good
00018854,London plane,22,16,109,Mature,Good
00018857,Maple - Norway,21,17,65,Mature,Good
00018860,London plane,14,14,82,Mature,Good
00018861,London plane,14,14,65,Mature,Good
00018865,Cherry - Japanese,7,8,18,Mature,Fair
00018870,London plane,15,10,38,Mature,Good
00018875,London plane,18,15,80,Mature,Good
00018876,London plane,15,6,34,Middle aged,Good
00018877,London plane,15,8,34,Mature,Good
00018878,London plane,14,6,33,Middle aged,Fair
00018880,London plane,9,5,20,Middle aged,Fair
00018881,London plane,14,6,38,Middle aged,Good
00018882,Lime - Common,9,4,20,Middle aged,Good
00018885,London plane,15,4,14,Middle aged,Good
00018886,London plane,15,5,30,Middle aged,Good
00018894,Hornbeam,9,6,30,Middle aged,Fair
00018900,Maple - Silver,16,10,44,Mature,Good
00018901,London plane,20,16,92,Mature,Good
00018902,London plane,20,15,81,Mature,Good
00018903,Elder,5,6,15,Mature,Good
00018905,Lime - Common,18,8,46,Mature,Good
00018906,Lime - Common,18,10,57,Mature,Good
00018907,Lime - Common,19,11,70,Mature,Good
00018908,Lime - Common,17,10,69,Mature,Good
00018910,Maple - Field,4,4,15,Mature,Good
00018911,Maple - Field,4,3,8,Juvenile,Fair
00018912,Cherry - Bird,6,5,24,Mature,Good
00018915,Cherry - Tibetan,4,5,21,Mature,Good
00018920,London plane,24,16,91,Mature,Good
00018921,London plane,26,17,97,Mature,Good
00018922,London plane,24,18,102,Mature,Good
00018923,London plane,24,19,94,Mature,Fair
00018924,London plane,24,18,96,Mature,Fair
00018925,London plane,23,17,98,Mature,Good
00018928,Cherry - Tibetan,5,5,20,Mature,Good
00018929,Cherry - Japanese,4,5,14,Mature,Good
00018931,Cherry - Tibetan,5,5,14,Middle aged,Good
00018934,Cherry - Tibetan,4,5,19,Mature,Good
00018937,Ash,7,5,23,Middle aged,Fair
00018938,London plane,27,26,114,Mature,Good
00018942,London plane,27,18,119,Mature,Fair
00018943,London plane,25,18,131,Mature,Good
00018944,London plane,26,17,110,Mature,Good
00018945,London plane,26,13,84,Mature,Fair
00018946,London plane,27,20,102,Mature,Good
00018947,London plane,25,21,109,Mature,Good
00018948,London plane,23,14,113,Mature,Good
00018949,London plane,25,18,82,Mature,Fair
00018950,London plane,27,13,83,Mature,Good
00018951,London plane,18,13,120,Mature,Good
00018952,London plane,27,18,132,Mature,Good
00018953,London plane,26,19,96,Mature,Fair
00018954,London plane,27,17,113,Mature,Fair
00018955,London plane,27,20,147,Mature,Fair
00018956,London plane,26,19,113,Mature,Fair
00018957,London plane,28,16,108,Mature,Fair
00018958,London plane,26,16,89,Mature,Fair
00018959,London plane,27,19,81,Mature,Fair
00018960,London plane,26,15,94,Mature,Fair
00018961,London plane,27,17,92,Mature,Good
00018963,London plane,28,21,111,Mature,Good
00018964,London plane,9,8,30,Middle aged,Fair
00018965,Cedar - Deodar,23,15,108,Mature,Fair
00018967,Yew - common,11,10,51,Middle aged,Good
00018968,Yew - common,11,12,76,Middle aged,Good
00018970,"Oak - Common, Pedunculate",9,7,41,Middle aged,Fair
00018971,Magnolia,8,9,48,Mature,Good
00018972,Birch - Silver,16,10,65,Mature,Good
00018973,Oak - Turkey,20,10,57,Middle aged,Good
00018974,Yew - common,9,8,67,Middle aged,Good
00018975,Oak - Turkey,21,12,55,Middle aged,Fair
00018976,Oak - Turkey,19,10,59,Middle aged,Good
00018977,Yew - common,13,13,101,Mature,Good
00018980,Beech - Common,22,12,101,Mature,Good
00018983,Holly,5,4,12,Juvenile,Good
00018989,"Cherry - Wild, Gean",16,10,65,Mature,Good
00018990,Hawthorn - Common,10,5,25,Middle aged,Good
00018995,"Cherry - Wild, Gean",20,11,80,Mature,Fair
00018996,Plum,8,6,20,Middle aged,Fair
00019002,Beech - Purple,21,20,129,Mature,Good
00019003,Lime - Common,18,7,83,Mature,Fair
00019004,Cotoneaster,7,6,24,Mature,Fair
00019005,Cedar - Western Red,9,4,31,Middle aged,Good
00019006,Cherry,5,4,16,Juvenile,Good
00019007,Cedar of Lebanon,19,18,125,Mature,Good
00019008,Yew - common,16,10,65,Mature,Fair
00019009,Holly,7,6,37,Mature,Good
00019010,Holly,6,7,35,Mature,Good
00019011,Yew - common,13,10,79,Mature,Good
00019012,Holly,6,5,26,Middle aged,Good
00019013,Holly,5,6,22,Middle aged,Good
00019014,Elder,8,7,43,Over Mature,Fair
00019015,Holly,6,6,23,Middle aged,Good
00019016,Yew - common,13,10,71,Middle aged,Good
00019017,Holly,8,6,28,Mature,Good
00019018,Holly,8,5,28,Mature,Good
00019019,Yew - common,11,10,40,Middle aged,Good
00019020,Yew - common,10,11,79,Mature,Good
00019021,Magnolia,10,9,33,Over Mature,Good
00019022,Holly,11,6,32,Mature,Fair
00019023,Yew - common,7,6,36,Middle aged,Fair
00019025,Yew - common,13,13,100,Mature,Fair
00019027,Holly,9,8,52,Over Mature,Good
00019028,Cypress,9,5,46,Middle aged,Good
00019029,Holly,9,6,26,Middle aged,Good
00019030,Cypress,9,4,36,Over Mature,Good
00019032,Holly,6,5,30,Over Mature,Fair
00019033,Holly,6,5,40,Over Mature,Good
00019034,Holly,6,5,32,Mature,Fair
00019035,Holly,5,5,21,Middle aged,Fair
00019037,Yew - common,1,10,58,Mature,Good
00019038,Yew - common,16,11,91,Mature,Fair
00019039,"Oak - Evergreen, Holm",10,9,39,Middle aged,Good
00019040,Holly,4,6,35,Middle aged,Fair
00019041,Cedar of Lebanon,16,13,68,Middle aged,Good
00019042,Yew - Irish,7,6,18,Middle aged,Good
00019043,Yew - common,8,6,25,Juvenile,Good
00019044,Sycamore,17,11,78,Mature,Fair
00019045,"Oak - Common, Pedunculate",14,8,33,Middle aged,Good
00019046,"Oak - Common, Pedunculate",1,10,43,Middle aged,Good
00019047,Yew - Irish,7,5,18,Middle aged,Good
00019048,Cypress - Monterey,10,4,43,Middle aged,Poor
00019049,Cypress,10,5,32,Juvenile,Good
00019050,Holly,11,6,44,Mature,Fair
00019051,Holly,6,6,33,Middle aged,Fair
00019052,Cypress - Lawson,14,6,57,Mature,Good
00019053,Yew - common,15,13,112,Mature,Good
00019054,"Oak - Common, Pedunculate",11,12,43,Middle aged,Good
00019056,Horse Chestnut,18,18,125,Veteran,Fair
00019058,Horse Chestnut,20,18,132,Veteran,Fair
00019059,Sycamore,16,10,65,Mature,Fair
00019060,Sycamore,16,9,75,Mature,Fair
00019078,Maple - Norway,9,5,42,Middle aged,Fair
00019079,Maple - Norway,7,4,26,Middle aged,Fair
00019080,Maple - Norway,7,4,26,Middle aged,Fair
00019081,Maple - Norway,7,4,29,Middle aged,Fair
00019082,Hawthorn,5,4,25,Mature,Fair
00019084,Hawthorn - Cockspur,5,5,21,Mature,Fair
00019085,Sycamore,12,9,37,Mature,Fair
00019086,Hawthorn,5,6,19,Mature,Fair
00019087,Hawthorn,6,3,25,Mature,Fair
00019088,Hawthorn,4,4,22,Mature,Fair
00019090,Hawthorn,4,3,21,Mature,Fair
00019091,Hawthorn,4,3,21,Mature,Fair
00019092,Hawthorn,6,5,22,Mature,Fair
00019094,London plane,19,8,66,Mature,Good
00019095,London plane,17,10,105,Mature,Good
00019096,London plane,20,12,101,Mature,Good
00019097,London plane,21,10,96,Mature,Fair
00019098,London plane,17,9,72,Mature,Good
00019099,London plane,18,10,99,Mature,Good
00019100,London plane,18,9,79,Mature,Good
00019102,London plane,15,9,81,Mature,Fair
00019103,London plane,17,9,55,Mature,Good
00019104,London plane,18,10,88,Mature,Good
00019105,London plane,20,12,98,Mature,Good
00019106,London plane,19,16,93,Mature,Good
00019107,London plane,21,13,119,Mature,Good
00019108,London plane,19,15,109,Mature,Good
00019109,London plane,19,11,106,Mature,Good
00019110,London plane,19,17,109,Mature,Good
00019111,London plane,23,15,94,Mature,Good
00019112,London plane,21,14,88,Mature,Fair
00019116,London plane,22,18,93,Mature,Good
00019117,London plane,21,17,94,Mature,Fair
00019124,"Birch - Downy, Hairy",13,5,30,Mature,Good
00019127,London plane,21,11,91,Mature,Good
00019130,London plane,19,11,85,Mature,Good
00019131,London plane,21,13,84,Mature,Good
00019132,London plane,16,10,81,Mature,Good
00019133,London plane,22,19,106,Mature,Good
00019136,Sycamore,9,4,51,Mature,Fair
00019137,Sycamore,8,3,47,Mature,Fair
00019138,Sycamore,16,14,58,Mature,Fair
00019139,Sycamore,17,14,75,Mature,Fair
00019194,Cherry,9,3,22,Mature,Fair
00019195,Cherry,8,4,42,Mature,Fair
00019199,Cypress,14,4,18,Middle aged,Fair
00019200,Lime - Small-leaved,16,7,54,Mature,Fair
00019207,London plane,21,19,109,Mature,Good
00019209,London plane,26,16,105,Over Mature,Good
00019210,Lime - Small-leaved,14,5,59,Mature,Fair
00019219,London plane,28,16,153,Over Mature,Fair
00019222,Serviceberry - Canadian,5,4,10,Middle aged,Fair
00019223,Alder - Red,3,2,18,Middle aged,Fair
00019226,Cherry,4,3,19,Middle aged,Fair
00019229,Cherry,3,2,12,Middle aged,Fair
00019232,Ash,5,3,14,Middle aged,Fair
00019233,Sycamore,7,4,31,Middle aged,Fair
00019235,Ash,12,7,29,Mature,Good
00019236,Whitebeam,6,4,17,Middle aged,Fair
00019238,Ash,12,7,27,Middle aged,Fair
00019239,Maple - Norway,12,8,38,Juvenile,Fair
00019241,Cherry,6,4,20,Middle aged,Fair
00019242,Cherry,6,5,20,Mature,Fair
00019244,Cherry,6,4,31,Mature,Fair
00019247,"Cherry - Wild, Gean",6,4,15,Middle aged,Fair
00019248,Whitebeam,6,3,15,Middle aged,Fair
00019249,Whitebeam,6,3,16,Middle aged,Fair
00019250,Whitebeam,6,3,12,Middle aged,Good
00019251,Whitebeam,6,3,15,Middle aged,Fair
00019252,Whitebeam,6,3,16,Middle aged,Fair
00019254,Lime - Common,12,6,47,Mature,Fair
00019258,Lime - Common,15,6,40,Mature,Fair
00019259,Lime - Common,10,5,26,Middle aged,Fair
00019260,Lime - Common,15,6,37,Mature,Fair
00019261,Lime - Common,15,6,50,Mature,Fair
00019262,"Cherry - Wild, Gean",10,7,26,Mature,Fair
00019263,Tree of Heaven,15,6,32,Mature,Fair
00019266,Lime - Common,15,6,43,Mature,Fair
00019267,Lime - Common,15,6,44,Mature,Fair
00019269,Whitebeam,7,4,20,Middle aged,Fair
00019271,Horse Chestnut,16,5,52,Mature,Fair
00019272,Horse Chestnut,18,7,64,Mature,Fair
00019273,London plane,20,10,65,Mature,Fair
00019274,London plane,17,7,48,Mature,Fair
00019275,London plane,18,14,56,Mature,Good
00019276,London plane,20,15,72,Mature,Fair
00019277,London plane,22,10,73,Mature,Good
00019278,London plane,18,8,65,Mature,Good
00019279,London plane,14,5,66,Mature,Fair
00019280,London plane,20,12,59,Mature,Fair
00019281,London plane,20,9,65,Mature,Good
00019282,London plane,16,8,54,Mature,Good
00019283,London plane,19,8,45,Mature,Good
00019284,London plane,17,12,63,Mature,Fair
00019285,London plane,15,6,42,Mature,Good
00019287,London plane,17,6,27,Middle aged,Good
00019288,London plane,18,8,40,Mature,Fair
00019289,London plane,20,11,105,Mature,Fair
00019290,London plane,22,16,72,Mature,Good
00019292,London plane,28,18,90,Mature,Good
00019293,London plane,5,6,13,Middle aged,Fair
00019294,London plane,22,18,95,Mature,Good
00019299,Cherry,7,7,31,Mature,Poor
00019304,Cherry,5,6,20,Middle aged,Fair
00019319,Plum,5,2,20,Middle aged,Fair
00019324,Tree of Heaven,22,11,65,Mature,Good
00019325,Sycamore,20,10,63,Mature,Fair
00019327,Lime - Common,16,10,52,Mature,Fair
00019328,London plane,24,16,106,Mature,Good
00019329,London plane,22,15,100,Mature,Fair
00019330,Ash,21,10,63,Mature,Fair
00019331,Sycamore,17,8,42,Mature,Good
00019332,Sycamore,20,7,27,Mature,Fair
00019333,Sycamore,18,10,53,Mature,Good
00019334,Lime - Common,8,5,38,Mature,Fair
00019335,Sycamore,15,11,68,Mature,Fair
00019336,Whitebeam - Swedish,12,10,71,Mature,Good
00019339,Horse Chestnut,13,7,55,Mature,Fair
00019340,Horse Chestnut,14,10,85,Mature,Fair
00019341,Horse chestnut - Red,12,10,59,Mature,Fair
00019344,Sycamore,22,12,68,Mature,Fair
00019345,Sycamore,22,14,64,Mature,Fair
00019347,Sycamore,21,14,61,Mature,Fair
00019349,London plane,30,18,120,Mature,Good
00019350,Horse Chestnut,18,16,106,Over Mature,Fair
00019351,Horse chestnut - Red,13,8,69,Mature,Fair
00019352,Sycamore,16,8,51,Mature,Poor
00019353,Pear,12,10,50,Mature,Fair
00019355,Lime - Common,15,7,40,Mature,Fair
00019356,Lime - Common,15,6,39,Mature,Fair
00019357,Lime - Common,15,6,39,Mature,Fair
00019358,Lime - Common,15,6,35,Mature,Fair
00019359,Lime - Common,15,9,35,Mature,Fair
00019360,Lime - Common,15,6,34,Mature,Good
00019361,Lime - Common,15,7,39,Mature,Good
00019362,Lime - Common,15,6,47,Mature,Good
00019364,Lime - Common,25,10,66,Mature,Fair
00019365,Lime - Common,16,6,43,Mature,Fair
00019366,Lime - Common,16,6,41,Mature,Good
00019367,Lime - Common,15,6,42,Mature,Fair
00019368,Lime - Common,15,12,39,Mature,Fair
00019369,Lime - Common,15,9,30,Mature,Fair
00019370,Sycamore,20,12,47,Mature,Good
00019371,Sycamore,15,10,44,Mature,Good
00019372,Sycamore,22,14,60,Mature,Good
00019373,London plane,24,13,83,Mature,Good
00019376,London plane,22,15,78,Mature,Good
00019382,Holly,7,4,24,Mature,Good
00019387,Cherry - Japanese,8,8,25,Middle aged,Good
00019388,Cherry - Japanese,3,3,10,Middle aged,Fair
00019389,Cypress - Lawson,24,5,45,Mature,Good
00019394,London plane,21,14,86,Mature,Good
00019398,Lime - Common,22,12,79,Mature,Good
00019399,Lime - Common,2,13,75,Mature,Good
00019400,London plane,23,19,81,Mature,Good
00019401,London plane,21,14,83,Mature,Good
00019402,London plane,22,16,100,Mature,Good
00019403,Holly,10,7,26,Mature,Good
00019404,London plane,25,22,114,Mature,Good
