Identifier,Name,Height,Spread,Diameter,Maturity,Condition
00017658,Lime - Common,20,8,35,Middle aged,Good
00017660,London plane,39,22,142,Mature,Good
00017661,London plane,38,20,87,Mature,Good
00017663,Beech - Purple,17,10,52,Mature,Good
00017664,London plane,39,20,110,Mature,Good
00017665,London plane,39,22,132,Mature,Fair
00017666,Lime - Common,22,16,56,Mature,Good
00017667,London plane,38,19,100,Mature,Good
00017668,London plane,35,20,86,Mature,Good
00017669,London plane,36,21,109,Mature,Good
00017677,Maple - Field,14,5,30,Middle aged,Good
00017679,Maple - Field,12,9,34,Middle aged,Good
00017681,London plane,38,20,113,Mature,Good
00017682,Lime - Common,25,10,61,Mature,Fair
00017683,Lime - Common,27,12,68,Mature,Fair
00017684,Lime - Common,25,12,71,Mature,Good
00017687,London plane,36,20,151,Mature,Good
00017688,Lime - Common,26,16,68,Mature,Fair
00017692,London plane,39,24,145,Mature,Good
00017696,London plane,21,14,66,Mature,Good
00017697,Sycamore,20,11,40,Not Applicable,Fair
00017698,Poplar - Lombardy,29,7,80,Not Applicable,Good
00017699,Ash,21,13,35,Not Applicable,Good
00017700,Ash,21,10,30,Not Applicable,Good
00017701,Ash,20,6,46,Not Applicable,Good
00017704,Poplar - Lombardy,29,6,70,Not Applicable,Good
00017705,Maple - Norway,19,9,44,Not Applicable,Good
00017707,Maple - Norway,19,9,42,Not Applicable,Good
00017747,Ash,19,13,40,Not Applicable,Fair
00017748,Poplar - Lombardy,20,3,31,Not Applicable,Fair
00017749,Poplar - Lombardy,23,4,55,Not Applicable,Fair
00017758,Rowan,6,3,28,Mature,Fair
00017768,"Cherry - Wild, Gean",5,4,17,Juvenile,Good
00017769,Cherry,10,6,47,Mature,Fair
00017772,Alder - Italian,15,6,57,Mature,Fair
00017773,Alder - Italian,15,5,57,Mature,Fair
00017774,Alder - Italian,15,5,55,Mature,Fair
00017775,Alder - Italian,15,4,49,Mature,Fair
00017776,Alder - Italian,14,7,54,Mature,Fair
00017777,Alder - Italian,15,8,60,Mature,Good
00017779,Maple - Norway,10,5,34,Middle aged,Good
00017780,Maple - Norway,8,5,26,Middle aged,Fair
00017781,Maple - Norway,9,6,33,Middle aged,Fair
00017782,London plane,18,9,59,Mature,Good
00017783,London plane,18,11,56,Mature,Good
00017785,"Rowan, Mountain Ash",10,5,29,Middle aged,Fair
00017787,Whitebeam,13,6,39,Mature,Fair
00017788,Maple - Boxelder,12,8,34,Mature,Fair
00017790,Maple - Boxelder,13,9,34,Mature,Fair
00017794,Whitebeam,11,9,42,Mature,Fair
00017795,Maple - Boxelder,10,8,32,Middle aged,Fair
00017796,London plane,23,15,50,Mature,Fair
00017797,London plane,22,9,36,Mature,Fair
00017798,London plane,24,12,44,Mature,Fair
00017799,London plane,22,14,50,Mature,Good
00017800,London plane,23,11,32,Middle aged,Fair
00017801,London plane,23,15,49,Mature,Fair
00017802,London plane,23,18,93,Mature,Good
00017805,Cherry - Bird,6,7,24,Middle aged,Fair
00017806,Cherry - Bird,6,5,40,Mature,Fair
00017812,Cherry - Bird,7,5,17,Middle aged,Fair
00017817,Cherry - Bird,6,5,30,Middle aged,Fair
00017818,Ash,8,7,33,Middle aged,Fair
00017819,June Berry,4,2,8,Middle aged,Fair
00017820,"Rowan, Mountain Ash",5,3,21,Mature,Fair
00017828,Cherry - Rosebud,7,5,32,Mature,Good
00017829,Cherry - Rosebud,11,6,40,Mature,Good
00017832,"Rowan, Mountain Ash",5,2,12,Middle aged,Fair
00017834,Ash,18,8,31,Mature,Fair
00017835,Honey Locust,18,11,42,Mature,Fair
00017837,London plane,22,15,54.2,Mature,Good
00017838,London plane,22,16,56,Mature,Good
00017839,Whitebeam,7,6,15,Middle aged,Good
00017840,London plane,22,15,47,Mature,Good
00017841,London plane,23,12,27,Mature,Good
00017842,London plane,20,14,33,Middle aged,Fair
00017843,London plane,21,14,49,Mature,Good
00017846,Whitebeam,11,6,17,Middle aged,Fair
00017847,London plane,20,12,39,Middle aged,Good
00017848,London plane,20,14,41,Middle aged,Good
00017850,London plane,23,16,48,Mature,Good
00017851,London plane,23,16,50,Mature,Good
00017852,London plane,23,16,59,Mature,Good
00017853,London plane,23,17,55,Mature,Good
00017854,London plane,23,16,71,Mature,Good
00017855,London plane,20,14,48,Mature,Fair
00017856,London plane,23,14,69,Mature,Fair
00017857,London plane,20,12,99,Mature,Good
00017858,London plane,22,14,57,Mature,Good
00017859,London plane,25,16,110,Mature,Good
00017860,London plane,23,15,76,Mature,Good
00017861,London plane,22,14,76,Mature,Fair
00017862,London plane,23,14,80,Mature,Fair
00017863,London plane,22,12,43,Mature,Fair
00017864,London plane,24,16,59,Mature,Good
00017865,London plane,24,18,78,Mature,Good
00017866,London plane,22,16,67,Mature,Good
00017867,London plane,22,14,67,Mature,Good
00017868,London plane,23,15,62,Mature,Good
00017869,London plane,23,14,59,Mature,Fair
00017870,London plane,22,15,69,Mature,Fair
00017871,London plane,22,15,67,Mature,Good
00017872,London plane,23,15,73,Mature,Good
00017873,London plane,24,16,82,Mature,Good
00017875,London plane,28,16,115,Mature,Good
00017876,London plane,28,16,80,Mature,Good
00017877,London plane,16,9,20,Juvenile,Fair
00017878,London plane,15,16,32,Mature,Fair
00017879,London plane,20,10,39,Mature,Fair
00017880,London plane,25,15,66,Mature,Fair
00017881,London plane,24,18,111,Mature,Good
00017882,London plane,19,12,40,Mature,Fair
00017883,London plane,22,12,38,Mature,Fair
00017884,London plane,25,16,59,Mature,Fair
00017885,London plane,25,18,58,Mature,Fair
00017886,London plane,23,18,102,Mature,Good
00017887,London plane,23,16,66,Mature,Fair
00017888,London plane,22,15,56,Mature,Good
00017889,London plane,23,16,60,Mature,Good
00017890,London plane,23,16,56,Mature,Fair
00017891,London plane,10,5,20,Middle aged,Fair
00017892,London plane,22,16,62,Mature,Fair
00017894,London plane,25,16,83,Mature,Fair
00017895,London plane,10,7,49,Mature,Good
00017896,London plane,11,8,47,Mature,Good
00017897,London plane,9,8,50,Mature,Good
00017902,Apple - Crab,8,3,16,Middle aged,Good
00017903,London plane,10,7,43,Mature,Fair
00017904,London plane,10,6,40,Middle aged,Good
00017906,Pear - Chanticclere,12,4,26,Middle aged,Good
00017907,Pear - Chanticclere,12,5,29,Middle aged,Good
00017908,Birch - Silver,6,4,22,Middle aged,Good
00017909,London plane,14,6,53,Mature,Good
00017910,Lime - Common,8,4,34,Middle aged,Fair
00017911,London plane,12,8,54,Mature,Fair
00017912,Lime - Large-leaved,9,5,41,Middle aged,Fair
00017913,London plane,10,6,51,Mature,Good
00017914,Maple - Norway,10,4,34,Middle aged,Fair
00017915,Maple - Norway,9,5,41,Mature,Fair
00017916,Lime - Caucasian,7,4,43,Middle aged,Fair
00017917,Lime - Caucasian,10,4,34,Middle aged,Fair
00017918,Lime - Common,6,3,33,Middle aged,Fair
00017919,London plane,12,8,61,Mature,Good
00017920,Lime - Caucasian,8,3,35,Middle aged,Fair
00017921,London plane,11,8,53,Mature,Fair
00017922,Lime - Common,8,4,34,Middle aged,Fair
00017923,London plane,8,8,50,Mature,Good
00017924,Lime - Small-leaved,7,4,30,Middle aged,Fair
00017925,Lime - Large-leaved,7,4,32,Middle aged,Fair
00017926,Maple - Norway,9,5,46,Mature,Fair
00017927,Lime - Caucasian,8,4,35,Middle aged,Fair
00017928,Maple - Norway,7,5,29,Middle aged,Fair
00017929,Maple - Norway,10,5,41,Mature,Fair
00017930,Maple - Norway,8,7,48,Mature,Fair
00017931,London plane,13,10,59,Mature,Fair
00017933,London plane,17,12,58,Mature,Good
00017934,Birch - Silver,12,5,22,Middle aged,Good
00017935,Birch - Silver,14,7,39,Mature,Good
00017936,Birch - Silver,14,8,32,Mature,Fair
00017939,London plane,14,6,49,Mature,Good
00017940,Ash,9,4,33,Mature,Good
00017942,Maple - Norway,14,5,35,Mature,Good
00017943,Apple - Snakebark,5,4,27,Mature,Fair
00017944,Maple - Red,14,5,37,Mature,Fair
00017950,Paper birch,15,8,35,Mature,Good
00017951,Whitebeam,6,3,30,Middle aged,Good
00017952,Whitebeam,7,4,28,Mature,Good
00017954,Apple - Crab,9,3,12,Middle aged,Fair
00017958,Birch - Himalayan,10,4,15,Middle aged,Good
00017960,"Rowan, Mountain Ash",6,2,8,Middle aged,Fair
00017963,London plane,21,11,62,Mature,Good
00017964,London plane,25,12,61,Mature,Good
00017965,London plane,25,16,61,Mature,Good
00017966,London plane,24,15,60,Mature,Fair
00017967,London plane,24,16,103,Mature,Good
00017968,London plane,25,14,83,Mature,Good
00017969,London plane,25,16,94,Mature,Good
00017971,"Cherry - Wild, Gean",19,15,59,Mature,Fair
00017980,"Cherry - Wild, Gean",11,6,34,Mature,Fair
00017983,Sycamore,16,8,40,Mature,Fair
00017984,Ash,16,10,43,Mature,Fair
00017986,London plane,28,18,110,Mature,Good
00017987,Lime - Common,16,6,52,Mature,Fair
00017988,Lime - Common,15,9,49,Mature,Good
00017991,Lime - Common,17,6,50,Mature,Fair
00017992,Ash,23,15,92,Mature,Good
00017994,Lime - Common,14,12,40,Mature,Good
00017995,Horse Chestnut,18,14,72,Mature,Good
00017996,Ash,20,11,45,Mature,Fair
00017997,Horse Chestnut,21,12,71,Mature,Good
00017998,Lime - Common,15,6,53,Mature,Good
00017999,Horse Chestnut,22,14,81,Over Mature,Good
00018000,Lime - Common,18,6,58,Mature,Good
00018001,Horse Chestnut,21,11,64,Mature,Good
00018003,Lime - Common,20,6,59,Mature,Good
00018004,Sycamore,21,14,68,Mature,Good
00018005,Lime - Common,16,8,41,Mature,Fair
00018006,Lime - Common,16,7,41,Mature,Fair
00018007,Lime - Common,16,9,37,Mature,Fair
00018008,Lime - Common,16,7,47,Mature,Fair
00018009,Hawthorn - Common,8,8,44,Over Mature,Fair
00018010,Lime - Common,16,6,42,Mature,Fair
00018011,Lime - Common,16,7,43,Mature,Fair
00018012,Lime - Common,16,9,43,Mature,Fair
00018013,Horse Chestnut,13,11,73,Over Mature,Poor
00018015,Lime - Common,14,7,51,Mature,Fair
00018016,Lime - Common,14,6,45,Mature,Fair
00018017,Ash,4,6,60,Veteran,Fair
00018018,Lime - Common,16,8,52,Mature,Good
00018019,Lime - Common,14,9,53,Mature,Fair
00018021,"Cherry - Wild, Gean",8,9,46,Mature,Fair
00018022,Horse Chestnut,18,9,59,Middle aged,Fair
00018049,London plane,8,4,49,Mature,Good
00018051,London plane,8,4,47,Middle aged,Good
00018052,London plane,8,4,51,Mature,Good
00018054,Paper birch,7,7,25,Mature,Fair
00018055,Apple - Crab,9,7,37,Mature,Fair
00018058,Apple - Crab,9,8,37,Mature,Poor
00018060,London plane,11,5,63,Mature,Fair
00018065,Horse chestnut - Red,11,9,34,Mature,Good
00018066,Whitebeam,10,6,30,Mature,Fair
00018068,Whitebeam,14,7,46,Mature,Good
00018070,False Acacia,11,10,40,Mature,Fair
00018076,Horse chestnut - Red,9,8,49,Mature,Poor
00018085,June Berry,7,3,12,Middle aged,Good
00018086,Hawthorn - Paul's Scarlet,6,5,25,Middle aged,Fair
00018087,June Berry,7,5,13,Middle aged,Fair
00018089,Hawthorn,6,4,25,Middle aged,Fair
00018090,Paper birch,11,7,28,Middle aged,Fair
00018091,Hawthorn - Common,6,6,35,Middle aged,Fair
00018094,June berry,7,5,11,Middle aged,Good
00018095,Birch - Silver,8,3,21,Middle aged,Fair
00018096,Pear - Chanticclere,7,4,28,Mature,Fair
00018097,Pear - Chanticclere,9,4,28,Mature,Fair
00018098,Pear - Chanticclere,9,4,30,Mature,Good
00018102,Cherry - Sargent's,7,6,21,Mature,Fair
00018113,Ash - Yellow,9,8,33,Middle aged,Fair
00018115,Hawthorn - Common,6,2,19,Mature,Good
00018117,"Cherry - Wild, Gean",18,9,66,Mature,Fair
00018122,"Cherry - Wild, Gean",5,2,11,Middle aged,Fair
00018125,False Acacia - Upright,8,5,43,Middle aged,Poor
00018126,False Acacia - Upright,8,6,33,Mature,Poor
00018128,False Acacia - Upright,8,6,55,Mature,Poor
00018132,"Rowan, Mountain Ash",9,4,16,Middle aged,Fair
00018133,Hawthorn - European,4,3,18,Mature,Fair
00018134,Hawthorn - European,6,3,18,Mature,Fair
00018135,Hawthorn - Common,5,3,21,Mature,Fair
00018137,London plane,16,8,58,Mature,Good
00018139,Sycamore,20,8,40,Mature,Good
00018140,Sycamore,16,11,35,Mature,Fair
00018141,Sycamore,20,10,46,Mature,Fair
00018142,"Rowan, Mountain Ash",8,4,20,Middle aged,Fair
00018146,Hawthorn - European,5,3,16,Mature,Fair
00018147,Hawthorn - European,6,3,17,Middle aged,Good
00018148,Hawthorn - European,5,2,15,Mature,Good
00018149,Sycamore,20,11,43,Mature,Good
00018150,Sycamore,21,10,46,Mature,Good
00018151,"Rowan, Mountain Ash",6,4,14,Middle aged,Good
00018156,Hawthorn - Common,8,6,33,Mature,Good
00018157,Hawthorn - Common,5,6,21,Mature,Fair
00018158,Hawthorn - Cockspur,4,5,15,Middle aged,Dead
00018159,Hawthorn - Common,4,5,17,Mature,Good
00018160,Hawthorn - Common,6,3,18,Middle aged,Fair
00018161,Birch - Silver,7,3,16,Middle aged,Fair
00018164,Hawthorn - Common,5,4,16,Middle aged,Fair
00018165,Birch - Silver,13,8,28,Mature,Fair
00018167,Paper birch,8,5,22,Middle aged,Good
00018170,"Cherry - Wild, Gean",12,8,35,Mature,Fair
00018172,Ash,16,11,35,Mature,Good
00018175,"Cherry - Wild, Gean",14,11,59,Mature,Good
00018176,"Cherry - Wild, Gean",10,8,34,Mature,Fair
00018177,"Cherry - Wild, Gean",7,9,34,Mature,Good
00018178,"Cherry - Wild, Gean",9,8,38,Mature,Fair
00018179,Ash,9,7,41,Mature,Fair
00018180,Horse chestnut - Red,9,8,43,Mature,Fair
00018181,Maple - Norway,7,8,30,Middle aged,Fair
00018182,Lime - Common,13,8,54,Mature,Fair
00018184,Tree of Heaven,9,6,35,Middle aged,Fair
00018185,Horse Chestnut,20,15,105,Mature,Fair
00018188,Maple - Norway,16,13,52,Mature,Fair
00018190,Horse Chestnut,8,4,21,Middle aged,Fair
00018191,Horse Chestnut,11,11,54,Middle aged,Fair
00018192,Horse Chestnut,11,12,62,Mature,Fair
00018193,Ash,14,7,32,Middle aged,Fair
00018194,London plane,13,9,58,Mature,Fair
00018195,Willow - Goat,6,7,43,Mature,Good
00018196,Lime - Caucasian,9,5,24,Middle aged,Fair
00018197,Lime - Small-leaved,9,4,19,Middle aged,Fair
00018198,Lime - Common,15,8,53,Mature,Fair
00018199,Lime - Common,14,6,42,Mature,Fair
00018200,Lime - Common,12,6,39,Mature,Fair
00018202,Lime - Common,11,7,36,Mature,Poor
00018203,Lime - Common,15,10,41,Mature,Fair
00018204,Lime - Common,13,6,43,Mature,Fair
00018206,Lime - Common,15,8,36,Mature,Fair
00018207,Lime - Common,15,8,38,Mature,Fair
00018208,Lime - Common,18,10,43,Mature,Fair
00018209,Lime - Common,21,11,54,Mature,Fair
00018210,Lime - Common,18,12,47,Mature,Good
00018211,Lime - Common,17,9,51,Mature,Good
00018217,Lime - Common,10,6,30,Middle aged,Good
00018218,Lime - Common,14,9,39,Mature,Good
00018219,Lime - Common,14,8,60,Mature,Fair
00018220,Lime - Caucasian,9,6,22,Middle aged,Good
00018221,Lime - Common,14,9,55,Mature,Good
00018222,Lime - Caucasian,8,5,27,Middle aged,Good
00018223,"Cherry - Wild, Gean",8,8,39,Mature,Fair
00018225,Hawthorn - Common,6,5,37,Over Mature,Fair
00018228,Hawthorn - Common,4,2,37,Over Mature,Poor
00018229,Horse Chestnut,8,7,27,Middle aged,Fair
00018231,London plane,21,15,69,Mature,Good
00018232,Lime - Common,19,9,54,Mature,Good
00018233,Lime - Caucasian,13,5,22,Middle aged,Fair
00018234,Lime - Common,13,6,47,Mature,Fair
00018235,Lime - Common,9,5,20,Middle aged,Good
00018236,Lime - Caucasian,8,5,25,Middle aged,Fair
00018238,London plane,21,20,92,Mature,Good
00018240,Lime - Small-leaved,10,5,54,Mature,Fair
00018241,Lime - Large-leaved,9,6,46,Mature,Good
00018242,Lime - Caucasian,12,6,38,Mature,Fair
00018244,False Acacia,15,8,46,Mature,Fair
00018245,Pear,8,6,31,Mature,Fair
00018246,Lime - Caucasian,8,4,33,Mature,Good
00018247,Lime - Large-leaved,13,8,65,Mature,Good
00018248,Lime - Common,13,7,68,Mature,Fair
00018249,Pear,10,7,33,Mature,Fair
00018250,Lime - Large-leaved,14,8,71,Mature,Fair
00018251,Lime - Large-leaved,14,8,69,Mature,Good
00018252,Lime - Large-leaved,10,5,66,Mature,Good
00018253,Lime - Large-leaved,10,5,61,Mature,Good
00018254,Lime - Large-leaved,13,6,52,Mature,Fair
00018255,Apple - Crab,8,4,21,Mature,Poor
00018256,Lime - Caucasian,9,6,38,Mature,Fair
00018258,Pear,6,4,28,Mature,Good
00018259,Lime - Large-leaved,10,5,35,Middle aged,Fair
00018261,Lime - Large-leaved,12,5,35,Mature,Fair
00018262,Lime - Large-leaved,13,4,42,Mature,Fair
00018263,Lime - Large-leaved,14,8,58,Mature,Fair
00018264,Lime - Large-leaved,14,5,73,Mature,Fair
00018267,Hornbeam,12,5,42,Mature,Good
00018268,Maple - Norway,13,6,49,Mature,Fair
00018269,Maple - Norway,11,5,52,Mature,Fair
00018271,Maple - Norway,14,9,62,Mature,Fair
00018272,Hornbeam,12,6,37,Mature,Good
00018273,Lime - Large-leaved,14,4,51,Mature,Good
00018274,Lime - Large-leaved,15,4,61,Mature,Good
00018275,Lime - Large-leaved,15,6,65,Mature,Good
00018276,Hornbeam,14,13,53,Mature,Good
00018277,Hornbeam,11,6,39,Mature,Good
00018278,Lime - Large-leaved,12,5,53,Mature,Fair
00018279,Lime - Large-leaved,11,3,58,Mature,Fair
00018280,Lime - Large-leaved,9,3,54,Mature,Fair
00018281,Lime - Large-leaved,12,5,56,Mature,Fair
00018282,Hornbeam,7,6,48,Mature,Good
00018284,Birch - Silver,12,4,23,Mature,Fair
00018285,Lime - Large-leaved,16,8,70,Mature,Good
00018286,Apple - Crab,10,5,23,Mature,Good
00018287,Lime - Common,11,6,36,Mature,Good
00018288,Lime - Large-leaved,15,8,64,Mature,Fair
00018289,Lime - Large-leaved,11,5,48,Mature,Fair
00018292,Lime - Caucasian,11,7,34,Middle aged,Good
00018293,Lime - Large-leaved,11,4,34,Mature,Fair
00018294,Lime - Large-leaved,12,4,56,Mature,Fair
00018295,Lime - Caucasian,13,6,34,Mature,Good
00018296,Lime - Caucasian,14,8,48,Mature,Good
00018297,Lime - Caucasian,13,7,40,Mature,Good
00018298,Lime - Large-leaved,15,10,67,Mature,Fair
00018299,Birch - Silver,10,4,20,Middle aged,Good
00018302,Lime - Common,12,6,44,Mature,Fair
00018303,Lime - Caucasian,10,6,35,Mature,Good
00018304,Lime - Caucasian,12,6,45,Mature,Good
00018306,Lime - Common,14,7,57,Mature,Good
00018307,Lime - Large-leaved,14,8,64,Mature,Good
00018308,Lime - Large-leaved,12,6,69,Mature,Good
00018309,Hornbeam,14,10,42,Mature,Fair
00018310,Lime - Common,15,4,57,Mature,Fair
00018311,Lime - Common,15,5,67,Mature,Fair
00018312,Hornbeam,11,8,32,Mature,Good
00018313,Lime - Large-leaved,10,5,46,Mature,Good
00018314,Hornbeam,10,8,37,Mature,Good
00018315,Lime - Large-leaved,12,4,65,Mature,Good
00018316,Lime - Common,11,5,55,Mature,Good
00018317,Hornbeam,12,10,40,Middle aged,Good
00018320,Maple - Purple Norway,13,7,38,Mature,Good
00018322,London plane,14,7,57,Mature,Good
00018323,Ash - Yellow,11,7,39,Mature,Good
00018324,Ash - Yellow,10,7,39,Mature,Good
00018325,Lime - Caucasian,15,6,28,Middle aged,Good
00018326,Lime - Small-leaved,8,3,20,Middle aged,Good
00018327,Lime - Caucasian,15,6,30,Mature,Good
00018328,Lime - Caucasian,15,6,31,Mature,Good
00018330,London plane,12,6,55,Mature,Good
00018331,Sycamore - Purple Leaved,12,8,36,Mature,Good
00018332,Sycamore - Purple Leaved,14,8,44,Mature,Fair
00018333,London plane,7,5,17,Middle aged,Good
00018334,London plane,15,8,41,Mature,Fair
00018336,London plane,21,14,74,Mature,Good
00018337,London plane,23,15,61,Mature,Fair
00018338,London plane,20,10,45,Mature,Fair
00018339,London plane,22,14,77,Mature,Good
00018340,London plane,18,12,66,Mature,Fair
00018341,London plane,16,7,55,Mature,Fair
00018342,London plane,8,3,18,Middle aged,Good
00018343,London plane,21,10,65,Mature,Good
00018344,Plane - Oriental,20,7,51,Mature,Good
00018345,London plane,19,8,48,Mature,Good
00018346,London plane,12,9,36,Middle aged,Fair
00018348,London plane,20,17,91,Mature,Good
00018349,"Cherry - Wild, Gean",13,11,51,Mature,Fair
00018350,Cherry,13,8,46,Mature,Good
00018351,Cherry,7,4,17,Middle aged,Good
00018352,"Cherry - Wild, Gean",13,9,56,Mature,Fair
00018368,Maple - Silver,15,12,61,Mature,Fair
00018374,"Cherry - Wild, Gean",9,6,38,Mature,Fair
00018376,"Cherry - Wild, Gean",7,4,20,Middle aged,Fair
00018378,"Cherry - Wild, Gean",8,4,22,Mature,Fair
00018380,Cherry,6,4,17,Mature,Fair
00018381,Cherry,6,6,21,Middle aged,Fair
00018382,Lime - Common,14,11,49,Mature,Good
00018383,Lime - Common,16,10,56,Mature,Fair
00018384,Lime - Common,16,10,50,Mature,Fair
00018386,"Rowan, Mountain Ash",7,4,23,Middle aged,Fair
00018389,"Cherry - Wild, Gean",12,8,49,Mature,Fair
00018390,Whitebeam,9,6,28,Middle aged,Good
00018393,"Cherry - Wild, Gean",11,4,40,Mature,Fair
00018394,Cherry,6,3,14,Middle aged,Fair
00018396,Cherry,7,5,24,Mature,Fair
00018397,Whitebeam,9,5,34,Middle aged,Fair
00018398,"Cherry - Wild, Gean",8,6,38,Mature,Fair
00018402,Lime - Common,13,8,63,Mature,Fair
00018403,Lime - Common,13,8,67,Mature,Fair
00018404,Horse Chestnut,11,7,49,Mature,Fair
00018405,Horse Chestnut,7,6,34,Mature,Poor
00018407,Horse Chestnut,9,7,36,Mature,Fair
00018408,Horse Chestnut,15,13,76,Mature,Fair
00018409,Horse Chestnut,14,9,48,Mature,Fair
00018410,Horse Chestnut,14,13,76,Mature,Fair
00018411,Cherry - Double pint,7,7,44,Mature,Fair
00018412,Ash,11,14,47,Mature,Good
00018415,Poplar - Lombardy,17,8,112,Over Mature,Fair
00018416,Hornbeam,9,6,28,Middle aged,Good
00018417,Birch - Silver,11,5,24,Mature,Good
00018418,Hornbeam,10,8,35,Middle aged,Good
00018420,Ash,13,9,37,Middle aged,Good
00018422,Cherry - Double pint,6,6,46,Mature,Fair
00018423,Cherry - Double pint,6,8,43,Mature,Fair
00018424,Birch - Silver,6,5,17,Mature,Good
00018425,Birch - Silver,6,5,14,Mature,Fair
00018426,Birch - Silver,9,4,16,Mature,Good
00018427,Birch - Silver,10,7,36,Mature,Good
00018428,Birch - Silver,9,5,21,Mature,Fair
00018432,"Cherry - Wild, Gean",9,7,36,Mature,Fair
00018434,Birch - Silver,8,7,32,Mature,Good
00018435,Pear,9,8,59,Over Mature,Good
00018439,"Cherry - Wild, Gean",10,9,46,Mature,Good
00018440,"Cherry - Wild, Gean",10,7,42,Mature,Good
00018441,"Cherry - Wild, Gean",10,6,37,Mature,Good
00018443,Cypress - Leyland,9,6,40,Mature,Good
00018444,London plane,16,10,54,Mature,Good
00018445,Honey Locust,9,7,26,Middle aged,Good
00018446,London plane,14,9,42,Middle aged,Good
00018447,Honey Locust,9,5,26,Middle aged,Good
00018448,London plane,14,12,41,Middle aged,Good
00018450,Sycamore,15,12,67,Mature,Good
00018452,Hornbeam,14,14,53,Mature,Fair
00018453,Hornbeam,14,10,46,Mature,Fair
00018456,Cherry - Bird,6,7,29,Middle aged,Fair
00018457,Cherry - Bird,6,7,22,Middle aged,Fair
00018458,Rowan,6,5,35,Middle aged,Fair
00018460,Rowan,6,5,30,Middle aged,Fair
00018464,Cherry - Double pint,5,6,29,Mature,Fair
00018465,Lime - Common,15,16,76,Mature,Fair
00018466,Lime - Common,16,9,75,Over Mature,Fair
00018467,Lime - Small-leaved,12,7,34,Middle aged,Good
00018468,London plane,12,8,45,Middle aged,Fair
00018469,Maple - Field,6,4,14,Middle aged,Good
00018471,Rowan,10,7,38,Mature,Good
00018472,Apple,4,4,14,Middle aged,Fair
00018473,Maple - Norway,10,9,37,Mature,Good
00018474,Maple - Norway,12,7,36,Middle aged,Good
00018475,Beech - Purple,16,11,60,Mature,Good
00018479,Plum,5,4,16,Middle aged,Good
00018480,Cherry - Double pint,5,5,21,Middle aged,Good
00018481,Birch - Silver,14,7,29,Mature,Good
00018483,Plum,6,3,16,Middle aged,Good
00018484,Plum,5,4,13,Middle aged,Good
00018485,Elder,6,4,22,Mature,Fair
00018488,"Cherry - Wild, Gean",12,6,33,Mature,Good
00018489,Ash,18,13,56,Mature,Good
00018490,Birch - Silver,14,9,34,Mature,Good
00018491,Birch - Silver,9,8,22,Middle aged,Good
00018492,Cherry - Double pint,4,6,27,Mature,Fair
00018493,Beech - Purple,18,12,64,Mature,Good
00018494,Ash - Manna,8,5,38,Middle aged,Good
00018495,Ash - Manna,8,6,28,Middle aged,Good
00018496,Ash - Manna,8,5,25,Middle aged,Good
00018498,Cherry - Double pint,5,10,38,Mature,Fair
00018499,Almond,4,3,16,Mature,Fair
00018500,Lime - Common,15,8,78,Mature,Good
00018501,Cherry - Double pint,7,7,27,Middle aged,Good
00018502,Lime - Common,15,8,54,Mature,Good
00018503,Sycamore,9,5,87,Over Mature,Poor
00018504,Horse Chestnut,15,12,86,Over Mature,Fair
00018505,Sycamore,18,14,79,Mature,Good
00018506,Birch - Silver,13,7,26,Middle aged,Good
00018507,Birch - Silver,17,7,27,Mature,Good
00018508,Birch - Silver,19,8,37,Mature,Good
00018509,Sycamore,17,12,60,Mature,Good
00018510,Birch - Silver,14,10,38,Over Mature,Fair
00018512,False Acacia,15,11,70,Over Mature,Fair
00018513,London plane,25,17,96,Mature,Good
00018516,Hawthorn - Common,4,4,34,Mature,Good
00018520,Cherry - Double pint,5,7,28,Mature,Fair
00018522,London plane,27,16,136,Mature,Good
00018523,Ash - Weeping narrow-leafed,6,9,38,Mature,Good
00018524,London plane,28,22,136,Mature,Good
00018525,Holly,9,7,27,Mature,Good
00018528,London plane,26,18,125,Mature,Good
00018529,London plane,26,18,115,Mature,Fair
00018530,Cherry - Japanese,7,6,27,Middle aged,Poor
00018532,Maple - Column Norway,6,6,32,Middle aged,Poor
00018533,Lime - Common,11,9,51,Mature,Good
00018534,Lime - Common,13,4,26,Mature,Good
00018536,London plane,24,19,120,Mature,Good
00018538,London plane,21,18,120,Mature,Good
00018540,Lime - Common,14,8,61,Mature,Good
00018541,Lime - Common,14,7,40,Mature,Fair
00018542,Lime - Common,14,7,46,Mature,Fair
00018543,Lime - Common,14,4,37,Mature,Fair
00018544,Lime - Common,10,5,36,Mature,Fair
00018545,Lime - Common,13,3,27,Mature,Good
00018546,Lime - Common,13,4,51,Middle aged,Good
00018547,Lime - Common,11,4,39,Mature,Good
00018548,Lime - Common,9,6,17,Mature,Good
00018549,Lime - Common,8,5,20,Middle aged,Fair
00018550,Lime - Common,13,4,37,Mature,Good
00018551,Lime - Common,13,5,23,Mature,Good
00018552,Lime - Common,12,3,37,Mature,Good
00018553,Lime - Common,13,4,30,Middle aged,Good
00018554,Lime - Common,13,5,45,Mature,Fair
00018555,Lime - Common,13,7,43,Mature,Good
00018556,London plane,29,21,94,Mature,Good
00018557,Ash,22,16,71,Mature,Fair
00018558,London plane,20,8,79,Mature,Good
00018559,London plane,20,9,79,Mature,Good
00018560,London plane,21,9,67,Mature,Good
00018561,London plane,20,10,78,Mature,Good
