date,open,high,low,close,volume
2022-12-15,93.13,93.64,90.01,90.86,39954468
2022-12-16,90.76,91.33,89.52,90.26,57897287
2022-12-19,90.255,90.56,88.21,88.44,29424462
2022-12-20,88.11,89.175,87.4401,89.02,23339692
2022-12-21,89.08,90.22,88.32,89.58,24709381
2022-12-22,88.16,88.54,86.32,87.76,27636473
2022-12-23,87.11,89.545,87.07,89.23,22937921
2022-12-27,88.795,88.94,87.01,87.39,19375158
2022-12-28,86.98,88.04,85.94,86.02,19020577
2022-12-29,86.62,88.845,86.61,88.45,22599525
2022-12-30,86.98,88.3,86.57,88.23,23925284
